V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,class
0.00525463,0.0729167,0.102778,0.61501,0.467135,0.06011,0.0868746,0.106828,0.298842,216.206,200.145,176.747,44.3565,54.8012,52.6774,-1.98649,-1.76091,-1.68211,90.0672,1.3315,7.78383,12.1002,5.39673,4.393,-2.33379,2.43849,3.64886,25
0.0291667,0.395833,0.11875,0.447995,0.954655,0.316801,0.0990384,0.0854911,0.379501,77.8743,85.8464,69.2877,40.5131,33.1787,25.8668,2.01356,1.9712,2.13441,62.6525,-5.69874,6.41381,9.1965,2.74018,4.22965,1.63733,0.282923,1.12538,38
0.0997222,0.24375,0.588889,0.369088,0.739743,0.208451,0.499196,0.0341806,0.305273,89.6814,73.3928,72.2387,64.7434,58.5755,53.1764,0.455303,0.816732,0.932016,56.3346,6.1221,0.945447,20.3455,5.25112,8.49915,0.195731,0.950057,0.492106,57
0.0467477,0.605556,0.129167,0.219695,0.0662169,0.515049,0.107125,0.0614013,0.402338,106.485,136.133,176.079,18.425,18.0122,17.7226,-0.15905,-0.45151,-0.838249,77.1058,-1.90761,-14.1276,4.35109,0.637244,1.72121,-0.631033,-0.0705233,0.713754,57
0.18011,0.413889,0.795833,0.508796,0.519073,0.351858,0.69912,0.0398098,0.453196,73.4419,55.9482,44.314,61.7956,58.275,50.8762,0.687585,1.31933,1.65879,46.388,5.40292,11.0096,25.1616,14.8779,15.3511,-0.0689151,1.6149,0.737559,13
0.0404861,0.277083,0.244444,0.827638,0.774595,0.255333,0.181919,0.0553173,0.402256,174.01,117.911,47.6182,41.7668,39.0242,34.9276,-0.699253,0.134833,1.15916,74.3903,4.97131,38.5737,9.76034,5.24112,16.5096,-0.673712,0.246682,-0.746423,86
0.0152431,0.260417,0.0777778,0.433784,0.351371,0.253105,0.0620162,0.103645,0.247429,86.38,88.5945,87.9495,30.3356,29.8037,31.0573,1.01457,1.07354,1.1267,64.4368,-0.862217,0.124207,8.70869,1.13824,1.80825,0.616726,-0.600105,0.522779,48
0.0132755,0.129167,0.113889,0.185005,0.806237,0.121567,0.107872,0.0754141,0.097561,42.952,40.2964,42.1164,35.731,34.9705,33.2681,1.5783,1.55178,1.53863,42.1726,2.89042,-1.99114,17.367,3.60992,5.53845,0.278958,1.28728,-0.275125,9
0.17842,0.777778,0.366667,0.573006,0.206053,0.552917,0.341739,0.0236126,0.374371,85.4361,90.1721,92.7665,33.3995,34.2274,33.5857,3.54258,3.20865,3.36663,64.9114,-0.91725,-1.66286,8.08818,2.01702,1.50375,2.57136,0.326377,-0.202701,43
0.333466,1.0,0.635417,0.553512,0.208608,0.917833,0.463097,0.019992,0.4752,149.333,110.488,71.8897,38.2909,39.8661,39.7688,0.235086,0.789956,1.49074,72.0909,4.86018,20.9274,9.94617,2.201,7.47007,0.103431,-0.0758361,-0.120301,70
0.0503125,0.814583,0.109375,0.519473,0.652123,0.795433,0.0785244,0.102226,0.435294,73.0638,79.4594,64.6699,26.4297,23.3549,20.0429,1.81321,1.87904,2.66904,61.1377,-4.8747,6.30905,7.25923,2.19289,3.46133,0.90099,0.534664,0.179752,88
0.137072,1.0,0.154167,0.485072,0.259224,0.975706,0.141411,0.0370683,0.110886,193.022,169.026,159.7,23.235,29.4393,33.0855,0.620451,0.937172,0.804476,85.7344,3.66733,4.44768,5.3452,1.66484,2.68557,0.610871,-0.354108,0.301936,67
0.0146933,0.108333,0.222222,0.0475515,0.738928,0.0994933,0.159954,0.0768019,0.389663,87.7074,80.8161,77.0374,21.1626,21.5933,17.347,0.608363,0.597331,0.781079,62.9022,1.70464,2.24391,6.7302,1.57373,2.47636,0.202424,0.519997,-0.444806,76
0.0632812,0.141667,0.713889,0.952641,0.700053,0.108335,0.68012,0.0545953,0.374285,83.5613,74.6018,66.4216,60.354,48.1083,44.0499,0.574697,0.279501,0.398849,57.302,0.957282,4.74785,17.9114,5.03661,9.45842,0.0507266,0.599996,0.991507,92
