V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,Class
-1.1052,-0.83462,1.5507,-1.0652,-1.0865,1.238,0.48405,0.39943,0.51221,-0.7775,-1.2347,-0.29894,-0.21574,0.75143,-0.047292,0.56458,-0.15853,-0.54614,-0.80494,-0.28811,0.28071,0.020912,-0.73497,-0.4775,-0.57036,-0.33726,-0.53379,-0.11823,-0.10528,-0.44033,-0.67335,0.75143,-0.092482,-0.22559,-0.42105,-0.35232,-0.33592,-0.22165,-0.29276,-0.26431,-0.33098,-0.16374,-0.11229,-0.57834,-1.838,1.9717,-0.55678,-0.4899,-0.62325,1.2062,0.25904,1
2.0094,0.83152,-0.61188,2.2738,2.0055,-0.058381,-1.7638,-0.82637,-0.70995,-0.23316,0.47259,-0.30158,-0.29441,-2.231,-0.19119,-1.5095,0.021343,0.58673,0.41921,-0.28811,-0.47803,0.020912,0.46834,1.2056,0.82151,0.18967,0.060603,-0.068836,-0.12632,1.4375,1.916,-2.231,-0.092482,-0.22559,-0.22077,-0.22369,0.95081,0.56099,0.55231,-0.26431,0.95637,-0.16374,-0.11229,2.4111,0.99018,-0.54541,2.4793,2.6641,2.2579,-0.46486,-2.1318,6
-0.10853,0.072012,-0.51883,0.084905,-0.12308,-0.18171,0.18068,0.39943,0.21374,-0.36924,-0.65076,-0.26728,-0.20194,0.65202,-0.19754,0.4499,-0.15884,-1.3958,-1.3931,-0.28811,-0.053093,-0.86058,0.33007,-0.4775,-0.48117,-0.63764,-0.81659,-0.11823,-0.19252,-0.44033,-0.54705,0.65202,-0.092482,-0.22559,-0.020493,-0.09507,-0.37299,-0.5673,-0.32859,-0.15662,-0.37022,-0.16374,-0.11229,-0.53502,-0.53459,-0.45839,-0.51278,-0.435,-0.057034,0.33433,-0.044737,3
-0.16928,-0.007465,-0.43402,0.013081,-0.12183,-0.31354,0.23111,0.39943,0.1959,-0.36924,-0.64933,-0.26728,-0.20319,0.35378,-0.19924,0.30824,-0.15879,-1.3958,-1.4601,-0.28811,-0.10088,-0.86058,0.50633,-0.4775,-0.50036,-0.63764,-0.84935,-0.11823,-0.21176,0.15266,-0.54705,0.35378,-0.092482,-0.22559,-0.020493,-0.09507,-0.36769,-0.55788,-0.32513,-0.26431,-0.36492,-0.16374,-0.11229,-0.43302,-0.44749,-0.32302,-0.4092,-0.30576,-0.002835,0.23141,-0.067864,1
-0.79885,-0.22492,-0.679,-0.76108,-0.94575,-0.47622,1.0287,-0.009172,0.37166,-0.50533,-0.48055,-0.29103,-0.016658,-0.2924,-0.20473,1.0903,-0.15769,-1.0317,-1.2603,-1.662,-0.78422,0.57184,0.7996,-0.4775,0.26757,-0.26172,-0.68882,-0.13143,-0.32721,0.9433,-0.23127,-0.2924,-0.092482,-0.22559,-0.020493,-0.09507,-0.28085,-0.38176,-0.24767,-0.15662,-0.28326,0.17804,-0.11229,-0.57834,-0.091919,-0.54541,-0.55678,-0.4899,-0.25546,0.26168,0.17729,1
-0.60242,0.71973,-0.63049,-0.57758,-0.7467,-0.59868,0.89926,-0.41777,-0.33111,-0.36924,-0.62009,-0.11159,-0.34938,0.60231,-0.074141,-1.4151,-0.15822,-1.5374,-1.156,-0.28811,-0.42581,-1.3013,-0.48979,-0.4775,-0.46942,-0.92528,-0.84321,-0.11823,-0.28274,-0.44033,-0.48389,0.60231,-0.092482,-0.22559,-0.42105,-0.35232,-0.41853,-0.65677,-0.37137,-0.26431,-0.41369,-0.16374,-0.11229,-0.28652,0.90149,-0.4408,-0.34209,-0.4899,-0.55073,-0.14889,0.60012,4
0.4966,0.2397,-0.34601,0.4718,0.56239,0.29399,-0.61595,-0.28157,-0.36942,-0.64141,-0.42096,-0.33588,-0.38271,0.40349,-0.21184,1.2587,-0.15837,0.58673,0.42409,-0.28811,0.32108,0.020912,-0.30395,0.003369,-0.49795,0.18967,0.19642,-0.10931,-0.067478,-0.14384,-0.42074,0.40349,-0.092482,-0.22559,2.7834,1.9629,-0.28615,-0.39401,-0.25114,-0.26431,-0.30129,-0.16374,-0.11229,-0.43132,-0.17819,-0.54541,-0.45724,-0.3657,-0.03643,0.1926,-0.022168,5
2.0094,0.83152,-0.69778,2.3594,2.0887,-0.24812,-1.7638,-0.82637,-0.70995,-0.50533,0.015914,-0.37547,-0.4156,-1.7836,-0.24691,-0.89707,-0.11638,0.58673,0.41921,-0.28811,-0.47803,0.57184,0.33835,1.3258,1.1742,0.18967,0.22735,-0.071436,-0.02072,3.0187,0.33712,-1.7836,-0.092482,-0.22559,0.58034,0.2908,0.50072,0.16072,0.010126,-0.26431,0.50145,-0.16374,-0.11229,2.4111,0.99018,-0.54541,2.4793,2.7668,2.2579,-0.46486,-2.1318,6
-0.53267,-1.0977,-0.43672,-0.73783,-0.89661,0.20762,0.71763,-0.14537,0.13512,-0.50533,-0.82047,-0.30422,-0.19923,0.5526,-0.056367,0.20936,-0.15759,-0.35732,-0.42628,-0.28811,-0.080873,0.020912,-0.093837,-0.4775,-0.49148,-0.10998,-0.23977,-0.11823,-0.19471,-0.44033,-0.42074,0.5526,0.69595,-0.22559,-0.020493,-0.09507,-0.23425,-0.12465,-0.23033,0.16644,-0.24721,0.17804,0.79296,-0.42793,-1.2937,-0.44471,-0.46131,-0.37078,-0.65065,0.73325,0.43116,5
-0.8207,-0.85037,-0.44724,-0.76196,-0.85988,-0.32717,0.89396,0.39943,0.39105,-0.36924,-0.65747,-0.26728,-0.14338,0.45319,-0.16615,0.58366,-0.15917,-1.1126,-0.74617,-0.28811,-0.08424,-0.41983,-0.074955,-0.4775,-0.46339,-0.6184,-0.52661,-0.11823,-0.18963,0.15266,-0.67335,0.45319,0.050869,-0.22559,-0.020493,-0.09507,-0.3984,-0.60309,-0.36212,-0.26431,-0.39779,-0.16374,0.026975,-0.57834,-0.083088,-0.40856,-0.55678,-0.4899,-0.78459,0.2207,0.72269,4
-0.42812,-1.2365,-0.68741,-0.44685,-0.27418,0.25143,0.14598,0.39943,0.15989,-0.23316,0.056105,-0.16437,-0.046401,0.70172,-0.13692,0.52582,-0.1582,-0.82935,-0.54063,-0.28811,-0.28724,-0.71366,-0.46428,-0.4775,-0.43579,-0.50277,-0.519,-0.11823,-0.23123,-0.44033,-0.6102,0.70172,0.19422,0.18591,-0.22077,-0.22369,-0.27132,-0.27816,-0.26501,0.27414,-0.27478,-0.16374,0.37515,-0.20756,-1.1672,0.044182,-0.25082,-0.31371,-0.029858,0.23465,-0.041636,3
-1.0253,-1.0569,1.4019,-0.97005,0.14611,-0.77517,0.17285,2.9872,0.44153,-0.64141,-0.91697,0.062561,-0.05948,0.60231,-0.2035,1.9525,-0.15913,0.58673,0.55375,-0.39866,0.94922,0.020912,-0.022275,0.003369,-0.11042,0.18967,0.35578,-0.10917,0.19306,-0.44033,-0.48389,0.60231,-0.092482,-0.22559,-0.42105,-0.35232,-0.3391,-0.082265,-0.29507,1.7818,-0.33947,-0.16374,-0.11229,-0.57834,-2.1774,-0.54541,-0.55678,-0.4899,-0.78459,-0.46486,0.93219,6
0.45211,0.83152,0.87701,0.7898,0.56239,3.2304,-1.7638,-0.69017,-0.49712,-0.36924,1.3207,-0.31214,0.11765,-1.1871,0.11761,-1.7494,8.7795,0.58673,-0.65531,-1.891,-0.96387,2.6654,4.5081,3.8504,5.0489,2.1102,1.3495,1.4131,1.6121,3.4141,-0.67335,-1.1871,-0.092482,-0.22559,0.58034,0.2908,9.0768,7.7875,8.6342,-0.26431,9.0887,-0.16374,-0.11229,2.4111,0.99018,-0.54541,2.4793,3.2982,2.2579,-0.46486,-2.1318,6
1.2308,0.83152,-0.51883,1.2535,1.0133,0.14717,-0.96032,-0.55397,-0.55033,0.44727,1.8026,-0.24881,-0.08838,-1.5848,-0.16887,0.51388,-0.1372,0.58673,2.4544,-0.28811,0.8617,0.020912,-1.2826,-1.0021,-0.94133,0.18967,0.03309,-0.14759,-0.26367,-0.44033,2.2949,-1.5848,-0.092482,-0.22559,-0.42105,-0.35232,-0.24167,-0.26874,-0.18293,0.70489,-0.2366,-0.16374,-0.11229,-0.57834,0.99018,-0.54541,-0.55678,-0.4899,-0.78459,-0.46486,0.93219,6
1.3865,0.83152,-0.23966,1.1608,0.92316,0.76381,-1.121,-0.55397,-0.53969,-0.36924,1.1693,-0.37547,-0.27986,-1.6345,-0.13176,-0.56783,-0.071599,1.5308,2.0479,1.8491,0.65803,1.7839,-0.30845,1.8307,-0.29566,1.5393,0.9588,0.32785,0.13006,-0.44033,2.3581,-1.6345,-0.092482,0.5974,-0.42105,-0.35232,-0.096579,0.027926,-0.044207,0.70489,-0.091327,-0.16374,-0.11229,-0.40352,0.99018,-0.54541,-0.37924,-0.26838,-0.60667,-0.46486,0.75301,5
-0.98985,0.14958,-0.90139,-0.95525,-0.78716,-0.63696,0.95028,0.12703,-0.03519,-0.09707,-0.16471,-0.11951,-0.13407,0.75143,-0.17647,-0.49869,-0.15462,-0.47533,-0.10887,-0.28811,-0.27669,-1.2384,-0.30681,-0.4775,-0.14755,-0.70309,-0.38836,-0.11823,-0.24013,-0.44033,-0.67335,0.75143,0.12254,-0.22559,-0.42105,-0.35232,-0.11035,0.12305,-0.0523,-0.26431,-0.11041,0.17804,0.09661,-0.4442,-0.38041,-0.49409,-0.47894,-0.39277,-0.004459,-0.11137,0.038524,6
-0.38645,0.65447,-0.12513,-0.20904,-0.40892,0.38434,0.21406,0.12703,-0.1042,-0.64141,-0.73227,-0.31214,-0.33636,0.60231,-0.12692,2.3562,-0.15773,0.58673,0.71931,0.11261,1.238,0.75548,-0.10061,-0.4775,-0.46184,0.18967,0.44971,-0.10972,0.1471,-0.44033,-0.48389,0.60231,-0.092482,-0.22559,0.98089,1.4484,-0.29356,-0.3309,-0.25345,2.751,-0.33416,-0.16374,-0.11229,-0.47526,0.288,-0.26934,-0.45209,-0.35928,-0.67968,-0.11913,0.72088,2
-0.53777,0.7228,-0.62997,-0.56952,-0.73999,-0.44784,0.83432,-0.41777,-0.33685,0.1751,-0.56056,-0.11159,-0.33767,0.45319,-0.084883,-1.4465,-0.15821,-1.5374,-1.1433,-0.28811,-0.42929,-1.4482,-0.60222,-0.4775,-0.46741,-0.8666,-0.86826,-0.11823,-0.28324,-0.44033,-0.29443,0.45319,-0.092482,-0.22559,-0.42105,-0.35232,-0.41853,-0.65677,-0.37137,-0.26431,-0.41369,-0.16374,-0.11229,-0.20872,0.90429,-0.41227,-0.31091,-0.4899,-0.5206,0.006365,0.52233,4
-1.1034,0.53793,-0.98199,-1.0631,-1.2394,-0.69329,1.3752,5.0302,11.054,-0.7775,-0.8366,2.5166,12.552,0.75143,14.7,-1.483,-0.15818,-1.988,-2.6357,-0.28811,-0.4159,0.020912,0.053447,-0.4775,-0.47862,-0.93348,-1.709,-0.11823,-0.27826,-0.44033,-0.67335,0.75143,-0.092482,-0.22559,-0.42105,-0.35232,-0.38993,-0.60591,-0.37137,-0.26431,-0.38506,-0.16374,-0.11229,-0.57834,0.79151,-0.54541,-0.55678,-0.4899,-0.78459,-0.25913,0.86932,2
