V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,class
0.00256944,0.0583333,0.0555556,0.973053,0.026708,0.0509008,0.0497699,0.155405,0.207143,230.538,232.635,232.561,37.1747,36.577,37.3788,-1.67352,-1.72025,-1.7538,96.0555,-0.354284,-0.0733787,6.62953,0.957713,1.1935,-1.80509,-0.912861,0.272386,40
0.00774884,0.152083,0.0805556,0.288206,0.389287,0.129384,0.062238,0.115011,0.367501,106.326,104.624,106.105,67.2896,62.9369,58.0222,0.496696,0.296714,0.185113,66.3403,0.993466,-1.39004,18.6316,2.32024,6.94744,-0.101875,-0.423722,0.400429,69
0.3189,0.777083,0.591667,0.5374,0.639881,0.706219,0.475066,0.022121,0.306398,99.1747,80.0831,77.5335,64.4397,58.65,54.214,0.698002,0.95857,1.07341,59.8012,6.34099,3.06663,18.4254,10.7755,8.26974,0.190053,3.67054,0.861368,40
0.176591,0.625,0.527778,0.324041,0.220361,0.549885,0.478972,0.0375553,0.464649,176.514,151.508,115.397,24.9083,25.9361,26.516,-0.606216,-0.703569,-0.468657,81.767,1.24254,13.7382,5.75232,0.894879,3.55725,-1.01978,1.03223,0.563139,92
0.0153125,0.296875,0.0729167,0.132191,0.737297,0.274724,0.0609439,0.0926871,0.292632,160.223,124.581,86.0293,27.9882,20.1996,12.0091,-2.29069,-2.12641,-1.23631,76.1622,3.39099,17.1179,5.90207,0.878991,4.0156,-2.39681,-0.566842,-2.15145,39
0.0337095,0.0708333,0.708333,0.120453,0.54262,0.0543811,0.766034,0.0933906,0.328143,97.8489,123.957,94.4985,43.8161,36.101,35.8579,0.898722,1.13167,1.01806,72.2968,-11.7001,9.13025,9.37482,6.15863,3.36887,0.112769,-1.44843,1.05477,50
0.843194,1.0,1.0,0.443953,0.458091,0.951187,0.991809,0.0127999,0.156806,119.964,130.4,102.697,57.09,57.4287,53.7644,0.0362031,-0.146478,0.578802,73.0598,-5.83215,8.97925,16.2006,7.60593,12.5465,-0.97257,-0.0925012,0.431773,91
0.243258,0.497222,0.872917,0.478851,0.545153,0.330773,0.775672,0.0236708,0.439541,81.148,99.0165,120.56,51.5587,36.504,33.2393,1.72138,1.41004,0.0606415,66.8854,-1.90642,-10.1709,9.44043,9.83192,11.1371,0.915833,-0.454822,0.61169,12
0.00811343,0.0791667,0.122222,0.0999465,0.224095,0.0711512,0.115646,0.10485,0.161483,220.657,224.394,229.112,51.5443,48.4264,42.0532,-1.24772,-1.28943,-1.36871,94.3704,-0.186487,-1.6032,9.08389,0.780389,2.60086,-1.36572,0.312258,-1.44383,0
0.0425232,0.210417,0.294444,0.423494,0.370773,0.185861,0.252271,0.0445019,0.313656,184.642,179.599,182.875,49.9885,47.4548,48.3171,-2.26213,-2.40507,-2.6371,85.5468,1.12181,-0.249863,15.4898,1.93921,4.02067,-3.45105,-1.28212,1.7757,20
