V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,class
6184.0,-489.0,10000.0,-16154.0,-365.0,10000.0,-455.0,-3637.0,862.0,-144.0,3864.0,412.0,-3583.0,0,-22185.0,7273.0,6136.0,274.0,2299.0,157.0,-475.0,9318.0,3442.0,1884.0,-310.0,-112.0,0,2001.0,4545.0,1543.0,65.0,10000.0,0,-919.0,0,3816.0,0,9336.0,856.0,637.0,11009.0,13218.0,-1319.0,-1058.0,-18.0,830.0,6818.0,14976.0,-32.0,17019.0,7955.0,728.0,10,0,5455.0,-3726.0,-15929.0,94.0,-1284.0,12.0,248
9055.0,-2104.0,10000.0,4853.0,1096.0,10000.0,383.0,-2266.0,243.0,-138.0,5407.0,-85.0,-9150.0,0,1308.0,8664.0,6751.0,2191.0,353.0,310.0,-608.0,9647.0,-7066.0,-2908.0,-275.0,-231.0,0,2396.0,7071.0,567.0,-597.0,8592.0,0,-1749.0,0,945.0,0,4035.0,890.0,-58.0,47.0,-2115.0,410.0,-1548.0,792.0,-59.0,10000.0,-1898.0,-89.0,-2660.0,6721.0,-211.0,9,0,9004.0,-98.0,41.0,927.0,128.0,72.0,198
9116.0,84.0,10000.0,3040.0,-324.0,10000.0,-74.0,3333.0,231.0,-39.0,6970.0,152.0,-6014.0,0,-40.0,9401.0,9953.0,5399.0,-1075.0,200.0,535.0,9820.0,1371.0,-1735.0,158.0,-5.0,0,4683.0,8077.0,-3585.0,-160.0,10000.0,0,698.0,0,884.0,0,7989.0,-91.0,173.0,1118.0,1096.0,-736.0,-810.0,-25.0,279.0,10000.0,-3076.0,309.0,-4598.0,9535.0,450.0,8,0,4167.0,391.0,251.0,740.0,-613.0,-121.0,127
7753.0,-270.0,10000.0,7474.0,317.0,10000.0,347.0,-1432.0,990.0,42.0,9498.0,2763.0,5035.0,0,2248.0,8351.0,5283.0,3883.0,1510.0,-544.0,210.0,5838.0,-11890.0,-4092.0,194.0,322.0,0,3177.0,9262.0,-2678.0,980.0,10000.0,0,995.0,0,2247.0,0,8640.0,149.0,-1164.0,-1177.0,-5582.0,2834.0,-1072.0,-372.0,-405.0,8587.0,14775.0,-11.0,-6113.0,10000.0,995.0,8,0,8041.0,-694.0,397.0,-507.0,95.0,208.0,352
8513.0,-2136.0,10000.0,3414.0,213.0,10000.0,196.0,-2699.0,38.0,225.0,5601.0,2368.0,-7527.0,0,2774.0,9683.0,8872.0,1838.0,1174.0,-1876.0,-326.0,10000.0,-30821.0,619.0,84.0,-62.0,0,2471.0,4844.0,-808.0,821.0,7763.0,0,705.0,0,1487.0,0,6584.0,1375.0,909.0,-622.0,-3861.0,3269.0,-1255.0,297.0,-805.0,9441.0,-4749.0,-75.0,-1030.0,7300.0,924.0,9,0,7846.0,-1834.0,167.0,-444.0,-132.0,-206.0,244
9307.0,47.0,10000.0,-6132.0,-363.0,10000.0,396.0,-2701.0,61.0,326.0,5696.0,2043.0,-8806.0,0,-929.0,5377.0,10000.0,4779.0,-1012.0,286.0,136.0,10000.0,-4718.0,4791.0,8.0,-84.0,0,4559.0,8114.0,9208.0,624.0,8636.0,0,189.0,0,693.0,0,4739.0,-108.0,480.0,738.0,-1484.0,162.0,190.0,40.0,-1423.0,9830.0,-3087.0,61.0,-4050.0,5439.0,219.0,10,0,8689.0,-397.0,90.0,507.0,-91.0,-139.0,290
7716.0,518.0,10000.0,408.0,-78.0,10000.0,-50.0,-279.0,507.0,107.0,3613.0,-18.0,894.0,0,58.0,7590.0,5180.0,14.0,900.0,256.0,-71.0,7436.0,398.0,-54.0,1.0,-251.0,0,3049.0,9929.0,-112.0,585.0,10000.0,0,-1342.0,0,2284.0,0,9960.0,-95.0,-524.0,-2167.0,-960.0,568.0,-437.0,-179.0,1985.0,7128.0,4472.0,88.0,-1131.0,10000.0,-236.0,8,0,6171.0,-1441.0,48.0,-146.0,9.0,68.0,75
9271.0,33.0,10000.0,-2073.0,360.0,10000.0,360.0,-2849.0,159.0,25.0,6031.0,295.0,-7563.0,0,-3332.0,9421.0,7961.0,2249.0,-223.0,73.0,88.0,10000.0,-3455.0,3527.0,142.0,-57.0,0,3843.0,7018.0,3827.0,-1394.0,9968.0,0,-1431.0,0,729.0,0,6542.0,344.0,232.0,88.0,2252.0,215.0,-900.0,292.0,-489.0,10000.0,-2357.0,-131.0,-502.0,6161.0,-221.0,8,0,9582.0,-416.0,-18.0,-367.0,22.0,52.0,106
6920.0,158.0,10000.0,-6715.0,-865.0,10000.0,2548.0,-29396.0,135.0,50.0,5174.0,-12667.0,-2916.0,0,-9961.0,7491.0,2627.0,-2050.0,1212.0,51.0,81.0,7965.0,-6583.0,-491.0,190.0,-102.0,0,2028.0,8980.0,6668.0,731.0,4559.0,0,1606.0,0,3080.0,0,9565.0,-81.0,-14817.0,19976.0,46299.0,8335.0,-1688.0,66.0,98903.0,10000.0,-14884.0,116.0,3881.0,9162.0,93.0,12,0,3462.0,172414.0,-73587.0,486.0,-7954.0,55.0,26
8093.0,1006.0,10000.0,416.0,-45.0,10000.0,-30.0,151.0,-552.0,-73.0,2232.0,-1.0,-6481.0,0,573.0,9162.0,2986.0,42.0,-64.0,18.0,276.0,6548.0,-28.0,5.0,-125.0,49.0,0,2838.0,10000.0,-52.0,179.0,10000.0,0,-425.0,0,1907.0,0,7615.0,59.0,138.0,1477.0,25.0,-460.0,-1311.0,-118.0,63.0,10000.0,-2856.0,36.0,197.0,5906.0,-250.0,8,0,7304.0,1255.0,600.0,145.0,-38.0,0.0,165
