Dataset,Classifier,acc_fold1,acc_fold2,acc_fold3,acc_fold4,acc_fold5,acc_mean,acc_stddev,train_time,test_time
balance-scale_did11,DecisionTree,0.784,0.784,0.736,0.768,0.8,0.7744,0.02170345594600088,0.008881807327270508,0.0034401416778564453
balance-scale_did11,SVM,0.92,0.912,0.888,0.896,0.904,0.9040000000000001,0.01131370849898477,0.01938605308532715,0.006748199462890625
balance-scale_did11,KNN,0.824,0.816,0.8,0.84,0.888,0.8336,0.03010382035556285,0.003683328628540039,0.005514383316040039
balance-scale_did11,LogisticRegression,0.88,0.888,0.88,0.832,0.872,0.8704000000000001,0.019855477833585388,0.02174210548400879,0.003291606903076172
balance-scale_did11,Perceptron,0.888,0.88,0.88,0.832,0.872,0.8704000000000001,0.019855477833585388,0.009808063507080078,0.002714395523071289
balance-scale_did11,MLP,0.976,0.984,0.968,0.96,0.984,0.9743999999999999,0.009329523031752489,2.780278444290161,0.004923820495605469
breast-w_did15,DecisionTree,0.9571428571428572,0.95,0.9642857142857143,0.9214285714285714,0.9280575539568345,0.9441829393627955,0.016635555521239628,0.0054492950439453125,0.002878904342651367
breast-w_did15,SVM,0.9857142857142858,0.9642857142857143,0.9642857142857143,0.9714285714285714,0.9640287769784173,0.9699486125385407,0.008365739839407138,0.009422779083251953,0.004988431930541992
breast-w_did15,KNN,0.9785714285714285,0.9571428571428572,0.9785714285714285,0.9785714285714285,0.9712230215827338,0.9728160328879752,0.008337384018687428,0.003476858139038086,0.006184577941894531
breast-w_did15,LogisticRegression,0.9714285714285714,0.9571428571428572,0.9714285714285714,0.9642857142857143,0.9640287769784173,0.9656628982528263,0.005359926545640787,0.020533323287963867,0.004305601119995117
breast-w_did15,Perceptron,0.9642857142857143,0.9428571428571428,0.9714285714285714,0.9571428571428572,0.9712230215827338,0.9613874614594039,0.010652242722573662,0.008893966674804688,0.00688481330871582
breast-w_did15,MLP,0.9571428571428572,0.9285714285714286,0.9142857142857143,0.9785714285714285,0.9496402877697842,0.9456423432682426,0.022392964735630436,2.34336256980896,0.004465341567993164
diabetes_did37,DecisionTree,0.7272727272727273,0.7337662337662337,0.7077922077922078,0.7124183006535948,0.6209150326797386,0.7004329004329005,0.040871476438150145,0.010726213455200195,0.0030107498168945312
diabetes_did37,SVM,0.7597402597402597,0.8051948051948052,0.7532467532467533,0.7320261437908496,0.7516339869281046,0.7603683897801545,0.024249092659676556,0.02796649932861328,0.013324737548828125
diabetes_did37,KNN,0.7142857142857143,0.7532467532467533,0.6623376623376623,0.6928104575163399,0.6666666666666666,0.6978694508106273,0.03345998946550765,0.00368499755859375,0.00566554069519043
diabetes_did37,LogisticRegression,0.7792207792207793,0.7792207792207793,0.7857142857142857,0.7647058823529411,0.7450980392156863,0.7707919531448943,0.014573837504465122,0.05947709083557129,0.004596233367919922
diabetes_did37,Perceptron,0.6168831168831169,0.6298701298701299,0.6233766233766234,0.35294117647058826,0.6535947712418301,0.5753331635684577,0.11188559201714822,0.0046405792236328125,0.0029113292694091797
diabetes_did37,MLP,0.5714285714285714,0.6688311688311688,0.6818181818181818,0.6535947712418301,0.7189542483660131,0.658925388337153,0.04880528037963911,0.30576109886169434,0.0037658214569091797
heart-statlog_did53,DecisionTree,0.8148148148148148,0.6666666666666666,0.6296296296296297,0.7407407407407407,0.7777777777777778,0.725925925925926,0.0686934703370052,0.004908323287963867,0.002675294876098633
heart-statlog_did53,SVM,0.7407407407407407,0.7037037037037037,0.5,0.5925925925925926,0.7592592592592593,0.6592592592592593,0.09840985374508462,0.008112192153930664,0.004660844802856445
heart-statlog_did53,KNN,0.6481481481481481,0.6296296296296297,0.5185185185185185,0.6296296296296297,0.7592592592592593,0.6370370370370371,0.07644358311314925,0.0026950836181640625,0.004652500152587891
heart-statlog_did53,LogisticRegression,0.8703703703703703,0.9074074074074074,0.7777777777777778,0.7777777777777778,0.8703703703703703,0.8407407407407407,0.053158148497804904,0.31708216667175293,0.00449681282043457
heart-statlog_did53,Perceptron,0.4444444444444444,0.5925925925925926,0.46296296296296297,0.4444444444444444,0.7222222222222222,0.5333333333333333,0.10949441110440358,0.007710933685302734,0.004696369171142578
heart-statlog_did53,MLP,0.8333333333333334,0.8703703703703703,0.6666666666666666,0.7222222222222222,0.8703703703703703,0.7925925925925925,0.08314794192830982,0.30219292640686035,0.003527402877807617
vehicle_did54,DecisionTree,0.6647058823529411,0.7159763313609467,0.6568047337278107,0.7159763313609467,0.7041420118343196,0.6915210581273931,0.02561127127637247,0.01887035369873047,0.002886056900024414
vehicle_did54,SVM,0.4823529411764706,0.47337278106508873,0.5325443786982249,0.5384615384615384,0.4437869822485207,0.4941037243299687,0.036179903343855936,0.07415175437927246,0.025899171829223633
vehicle_did54,KNN,0.6529411764705882,0.650887573964497,0.6390532544378699,0.6272189349112426,0.7100591715976331,0.6560320222763663,0.02854268417943506,0.004004955291748047,0.014942169189453125
vehicle_did54,LogisticRegression,0.7823529411764706,0.8047337278106509,0.834319526627219,0.8106508875739645,0.8165680473372781,0.8097250261051165,0.016892114769799255,0.7807488441467285,0.006693124771118164
vehicle_did54,Perceptron,0.49411764705882355,0.2603550295857988,0.27218934911242604,0.3431952662721893,0.25443786982248523,0.3248590323703446,0.09041979668665079,0.03179454803466797,0.005512237548828125
vehicle_did54,MLP,0.4764705882352941,0.5739644970414202,0.5976331360946746,0.6686390532544378,0.5976331360946746,0.5828680821441004,0.0619554253625818,0.5125589370727539,0.0040225982666015625
ionosphere_did59,DecisionTree,0.9014084507042254,0.9142857142857143,0.9,0.9428571428571428,0.8285714285714286,0.8974245472837021,0.03771385976739569,0.01555633544921875,0.002934694290161133
ionosphere_did59,SVM,0.9577464788732394,0.9285714285714286,0.9,0.9714285714285714,0.9285714285714286,0.9372635814889335,0.025005907993498368,0.007436990737915039,0.005242824554443359
ionosphere_did59,KNN,0.8732394366197183,0.8,0.8142857142857143,0.8857142857142857,0.8142857142857143,0.8375050301810866,0.03488833808816062,0.002857685089111328,0.007499217987060547
ionosphere_did59,LogisticRegression,0.9295774647887324,0.8428571428571429,0.8428571428571429,0.9142857142857143,0.8571428571428571,0.8773440643863178,0.037093929158558366,0.012096166610717773,0.004588127136230469
ionosphere_did59,Perceptron,0.9154929577464789,0.8285714285714286,0.8142857142857143,0.9428571428571428,0.6857142857142857,0.8373843058350101,0.09037752773070246,0.009607791900634766,0.006164073944091797
ionosphere_did59,MLP,0.9577464788732394,0.8714285714285714,0.9142857142857143,0.9428571428571428,0.8714285714285714,0.9115492957746479,0.03561234068566986,1.464059829711914,0.004701852798461914
oil_spill_did311,DecisionTree,0.9414893617021277,0.973404255319149,0.9358288770053476,0.946524064171123,0.9625668449197861,0.9519626806235066,0.013941004290836955,0.04594612121582031,0.0039010047912597656
oil_spill_did311,SVM,0.9521276595744681,0.9574468085106383,0.9572192513368984,0.9572192513368984,0.9572192513368984,0.9562464444191603,0.0020612773926171925,0.016959428787231445,0.009015560150146484
oil_spill_did311,KNN,0.9521276595744681,0.9521276595744681,0.9572192513368984,0.9518716577540107,0.9625668449197861,0.9551826146319264,0.00420244410470337,0.0038788318634033203,0.009224414825439453
oil_spill_did311,LogisticRegression,0.9521276595744681,0.973404255319149,0.9732620320855615,0.9518716577540107,0.9518716577540107,0.96050745249744,0.010472646796535609,0.8446993827819824,0.007184028625488281
oil_spill_did311,Perceptron,0.9521276595744681,0.0425531914893617,0.9572192513368984,0.9572192513368984,0.9572192513368984,0.7732677210149049,0.3653625864274219,0.0063664913177490234,0.004494428634643555
oil_spill_did311,MLP,0.9361702127659575,0.9468085106382979,0.9625668449197861,0.9144385026737968,0.9358288770053476,0.939162589600637,0.01573256310149577,0.23570799827575684,0.007522106170654297
SPECTF_did337,DecisionTree,0.8142857142857143,0.8714285714285714,0.8571428571428571,0.8285714285714286,0.8695652173913043,0.8481987577639751,0.02285376696646953,0.014437437057495117,0.0032269954681396484
SPECTF_did337,SVM,0.8714285714285714,0.8428571428571429,0.8428571428571429,0.7285714285714285,0.8260869565217391,0.822360248447205,0.04910840410331335,0.011661052703857422,0.006934642791748047
SPECTF_did337,KNN,0.7,0.8,0.7714285714285715,0.7142857142857143,0.6811594202898551,0.7333747412008281,0.044925990566002307,0.0031528472900390625,0.00759434700012207
SPECTF_did337,LogisticRegression,0.9,0.8285714285714286,0.8571428571428571,0.7571428571428571,0.7971014492753623,0.827991718426501,0.04900834100619912,0.42650437355041504,0.006047964096069336
SPECTF_did337,Perceptron,0.42857142857142855,0.8,0.7285714285714285,0.4857142857142857,0.7101449275362319,0.630600414078675,0.14589692950145636,0.010507822036743164,0.005039215087890625
SPECTF_did337,MLP,0.7571428571428571,0.8,0.6714285714285714,0.6857142857142857,0.7536231884057971,0.7335817805383023,0.048005167846606724,0.5873010158538818,0.005645036697387695
prnn_synth_did464,DecisionTree,0.7,0.8,0.86,0.76,0.84,0.792,0.0574108003776293,0.0038924217224121094,0.002760648727416992
prnn_synth_did464,SVM,0.86,0.82,0.86,0.9,0.9,0.868,0.029933259094191558,0.0051021575927734375,0.0034554004669189453
prnn_synth_did464,KNN,0.8,0.84,0.84,0.84,0.92,0.8480000000000001,0.03919183588453085,0.002666950225830078,0.00466156005859375
prnn_synth_did464,LogisticRegression,0.86,0.86,0.82,0.84,0.9,0.8560000000000001,0.026532998322843223,0.0048618316650390625,0.0026350021362304688
prnn_synth_did464,Perceptron,0.86,0.86,0.82,0.8,0.82,0.8320000000000001,0.023999999999999994,0.00548553466796875,0.004744052886962891
prnn_synth_did464,MLP,0.84,0.84,0.88,0.88,0.84,0.8560000000000001,0.01959591794226544,0.533982515335083,0.0034384727478027344
rmftsa_sleepdata_did679,DecisionTree,0.5121951219512195,0.4634146341463415,0.43902439024390244,0.45365853658536587,0.5147058823529411,0.47659971305595406,0.03108427911677879,0.0068416595458984375,0.0027284622192382812
rmftsa_sleepdata_did679,SVM,0.44390243902439025,0.4146341463414634,0.424390243902439,0.4292682926829268,0.45098039215686275,0.43263510282161644,0.013167004588802466,0.07129883766174316,0.030308961868286133
rmftsa_sleepdata_did679,KNN,0.3902439024390244,0.4,0.4292682926829268,0.40487804878048783,0.4117647058823529,0.4072309899569584,0.013058192691239196,0.0043222904205322266,0.005120754241943359
